quizGroup type="WordMapping" promptType="English word" responseType="German word" mainSeparator="|" currentPromptNumber="0" isActive="true"
inaccessible|unzugänglich|
condense|verdichte|
Realize|vergegenwärtige|
starve|verhungere|
verkrüppele|verkrüppele|
charge you|verrechne|
gamble|verspiele|
denigrates|verunglimpfe|
disfiguring|verunstalte|
verweichliche|verweichliche|
verwinde|verwinde|
annoy|verärgere|
zerdrückst|zerdrückst|
about dache|überdache|
skim|überfliege|
fallen|abgefallen|
called|angerufen|
announced|angesagt|
taken up|angetreten|
continued|anhaltende|
call|anruf|
to meet|anzutreffen|
apparatus|apparat|
archaeologist|archäologe|
essay|aufsatz|
unlocked|aufschloß|
excreted|ausgeschieden|
triggers|auslöst|
excludes|ausnehme|
ausstellst|ausstellst|
dodge|ausweichen|
express|auszusprechen|
Barbie|barbie|
building block|baustein|
cup|becher|
regret|bedauern|
commander|befehlshaber|
persist|beharrst|
circumcised|beschnitt|
stoopest|bückst|
claudias|claudias|
show|darzustellen|
defensive|defensive|
model|dell|
turns|dreht|
threatened|drohe|
viewed|eingesehen|
introduce|einzuführen|
vain|eitle|
eleventh|elfte|
recommends|empfehlt|
opposite|entgegengesetzt|
designed|entwarf|
ground|erden|
require|erfordern|
fared|erging|
scared|erschrocken|
amazing|erstaunlichem|
forced|erzwungen|
spring|federn|
hold|festzuhalten|
diligence|fleiß|
fifteenth|fünfzehnte|
honored|geehrt|
gefährt|gefährt|
counted|gegolten|
go|geh|
heaped|gehäuft|
laughter|gelächter|
noted|gemerkt|
avoided|gemieden|
satisfaction|genugtuung|
sacrificed|geopfert|
rolled|gerollt|
sung|gesungen|
greedy|gierig|
possible|glich|
embers|glut|
grunen|grunen|
trenches|gräben|
greets|grüßt|
handful of|handvoll|
hate|hassen|
hexen|hexen|
hinwerfe|hinwerfe|
ideologist|ideologin|
Home Secretary|innenminister|
Irish|irische|
chases|jagt|
cheer|jubeln|
Canadian|kanadisch|
monastery|klosters|
crack|knacks|
complication|komplikation|
crosses|kreuzt|
career|laufbahn|
bodily|leiblich|
Lich|lich|
possible|lichte|
maa|maa|
Majesties|majestäten|
methodology|methodik|
descendant|nachfahre|
demand|nachfrage|
Nation-state|Nationalstaat|
arrange|ordne|
parallel|parallele|
pound|pfund|
pilot|pilot|
problems|problemlos|
provoke|provozierst|
radically|radikal|
lawfully|rechtmäßig|
incentives|reize|
buy upgraded|rüstest|
soon|schnellst|
hardly|schwerlich|
sultry|schwül|
longs|sehnt|
sigh|seufze|
certainly|sicherlich|
seventh|siebent|
symbol|sinnbild|
immediate|sofortig|
stroll|spaziere|
static|statisch|
shine|strahle|
denied|stritt|
scrap|stückchen|
devil|teufel|
cloudy|trüb|
detour|umweg|
unaffected|unberührt|
lowest|unterste|
inevitably|unweigerlich|
veraltest|veraltest|
whereabouts|verbleib|
forget|vergiß|
helped|verhalf|
verona|verona|
accomplished|vollbracht|
Previous year|Vorjahr|
providing for|vorsah|
vorspreche|vorspreche|
converts|wandelt|
was|ward|
were|warst|
worthless|wertlos|
roll|wickels|
wanted|wolltest|
tome|wälzer|
sorceress|zauberin|
rooms|zimmern|
left behind|zurückgelassen|
recover|zurückzugewinnen|
got on|zustieg|
attributable|zuzuschreiben|
cynical|zynisch|
annoy|ärgern|
anger|ärgers|
local|örtlich|
Austria-Hungary|Österreich-Ungarn|
encroachment|übergriff|
discouraging|abschrecke|
Adopt|adoptiere|
household with|anschaffe|
attack|attackieren|
aufwalle|aufwalle|
ausfrage|ausfrage|
omitted|ausgelassen|
mature|ausgereift|
try out|ausprobiere|
gifted|begabter|
congratulate|beglückwünsche|
leg hold|beinhalte|
cicero|cicero|
was conducting|dirigiere|
invited|einlud|
sensitive|empfindsam|
inflame|entflamme|
productive|ergiebig|
redeem|erlösen|
expanding|expandiere|
terrible|furchtbarem|
fearful|furchtsam|
conducive|förderlich|
razor|gestochen|
tomb|grabmal|
domestic|häuslich|
intensify|intensivieren|
irritate|irritiere|
castrate|kastriere|
comma diere|kommandiere|
liquidate|liquidiere|
localize|lokalisiere|
collected IN QUESTION|misshandele|
talkative|redselig|
attractive|reizvoll|
sleepy|schläfrig|
Committee field|schussfeld|
gay|schwuler|
self-assured|selbstsicher|
sphinx|sphinx|
stimulate|stimuliere|
strict|strenges|
incorruptible|unbestechlich|
inexplicable|unerklärlich|
irreplaceable|unersetzlich|
unsuitable|ungeeignet|
unscholarly|ungelehrt|
abdomen|unterleib|
bleeding to death|verblute|
Grant that|vergönne|
Leaving|verlassend|
embarrassed|verlegene|
merge|verschmelze|
verspeise|verspeise|
square|viereck|
pretend|vorgibst|
cheating with|vortäusche|
disgusting|widerlich|
desirable|wünschenswert|
angry|wütende|
lead back|zurückführe|
outlast|überdauere|
come on|überkomme|
draco|draco|
juno|juno|
abrechne|abrechne|
alarmiere|alarmiere|
anfechte|anfechte|
operating rod|arbeitsstab|
assistive animals|assistiere|
intrusive|aufdringlich|
freshening|auffrische|
erected|aufgerichtet|
aufopfere|aufopfere|
fill out|ausfülle|
root out|ausrotte|
spying|ausspioniere|
fear|bangen|
considerable|beachtlich|
defile|beschmutze|
sprinkled|bespritze|
busy|betriebsam|
black|black|
bloodthirsty|blutrünstig|
hum|brummen|
Baths|bäder|
decorate|dekoriere|
desert animals|desertiere|
by working|durcharbeite|
by combing|durchkämme|
steeping|durchtränke|
rummage|durchwühle|
zeal|eifer|
haunting|eindringlichem|
simple|einfaches|
glued|eingeklebt|
eingliedere|eingliedere|
classifies|einreihe|
emotional|emotionell|
devoid of|entbehre|
entbehrst|entbehrst|
inheriting|erbend|
erbleiche|erbleiche|
redeemed|erlöst|
soften|erweiche|
shiver|erzittere|
sensitive|feinfühlig|
Transforming|formiere|
friendly|freundschaftliche|
fanning|fächele|
healthier|gesünder|
conscientious|gewissenhaft|
home search|heimsuche|
hinführe|hinführe|
devoted to|hingegeben|
ugly|hässlich|
scornfully|höhnisch|
intervene|interveniere|
consult|konsultiere|
Crucify|kreuzige|
artistically|kunstvoll|
silently|lautlos|
gullible|leichtgläubig|
Magistern|Magistern|
inferior|minderwertig|
mount|montiere|
nachwirke|nachwirke|
neutralizing|neutralisiere|
superficial|oberflächlich|
pessimistic|pessimistisch|
ram|rammen|
reformiere|reformiere|
respectable|respektabel|
rich|sattem|
speedy|schleunig|
conclusions|schlüssen|
gravel|schotter|
Stichele|stichele|
Talented|talentierte|
pregnant|trächtig|
treacherous|tückisch|
circumscribe|umschreibe|
naughty|unartige|
invincible|unbesiegbar|
undecided|unentschieden|
undecided|unentschlossen|
irrelevant|unerheblich|
undue|ungebührlich|
implausible|unglaubwürdig|
unyielding|unnachgiebig|
unnatural|unnatürlich|
under broad|unterbreite|
inseparable|untrennbar|
unforgivable|unverzeihlich|
unreal|unwirklich|
verdächtigst|verdächtigst|
verfinstere|verfinstere|
seductive|verführerisch|
forgetful|vergesslich|
fatal|verhängnisvoll|
reliable|verlässlich|
advantageous|vorteilhaft|
changeful|wechselvollem|
knowingly|wissentlich|
ziseliere|ziseliere|
zurichte|zurichte|
zurückdränge|zurückdränge|
Zugspitze|zuspitze|
above average|überdurchschnittlich|
hypersensitive|überempfindlich|
cocky|übermütig|
on stand|überstehe|
heels|absätze|
African|afrikanisch|
alphabet|alphabet|
made|angefertigt|
reached|angelangt|
first go|anhieb|
don|anziehe|
adapt|anzupassen|
watch|anzuschauen|
ariana|ariana|
artillery|artillerie|
atlant|atlant|
noticed|auffiel|
stood up|aufgestanden|
prelude|auftakt|
show|aufzuzeigen|
discharged|ausgestoßen|
exclusive|ausschließlichem|
Australian|australisch|
outside|außenseite|
Balkans|balkan|
Bavarian|bayerischem|
needed|bedürfe|
more convenient|bequemer|
beast|bestie|
pray|beten|
Education|Bildungsweg|
aperture|blende|
bright|bright|
Bursac|bursac|
Interpretation|Deutung|
distance|distanz|
continuous|durchlauf|
roofs|dächer|
just such|ebensolche|
very own|eigenste|
intervention|eingriff|
agreement|einvernehmen|
set up|einzurichten|
accounted for|entfiel|
considering|erwäge|
ethically|ethisch|
Etruria|etrurien|
keep|fernzuhalten|
set|festgesetzt|
final|finale|
raft|floß|
erroneously|fälschlich|
form|förmig|
guarantees|garantien|
Requested|gebetene|
brew|gebräu|
twisted|gedreht|
belonging|gehörig|
wrapped|gehüllt|
cooked|gekocht|
crossed|gekreuzt|
paralyzed|gelähmt|
genauestem|genauestem|
surveyor|geometer|
planted|gepflanzt|
swollen|geschwollen|
fed|gespeist|
wound|gewickelt|
rejected|gewiesen|
willing|gewillt|
honored|gewürdigt|
blissful|glückselig|
glaring|grell|
borders|grenzt|
cornerstone|grundstein|
cherish|hege|
helga|helga|
excelled|hervortat|
here over|hierüber|
High mountains|Hochgebirg|
university|hochschule|
most frequently|häufigst|
storing up|häufst|
intact|intakt|
complain|klagst|
piano|klavier|
garment|kleidungsstück|
wise|kluges|
hospitals|krankenhäuser|
lifestyle|lebensstil|
lesson|lektion|
deny|leugne|
song|lied|
let go|loslasse|
lorraine|lothringen|
ventilating|lüfte|
march|marschierst|
mathematician|mathematiker|
mile|meile|
mix|mische|
music|music|
fatigue|müdigkeit|
reverberation|nachhall|
scar|narbe|
national socialist|nationalsozialist|
although|obgleich|
Olympus|olymp|
Oriental|orientalen|
planted|pflanzt|
plus|plus|
probie|probie|
Protestant|protestant|
racist|rassistisch|
relevant|relevant|
Saarland|Saarland|
juice|saft|
samuei|samuei|
scherst|scherst|
temple|schläfe|
painful|schmerzhaft|
schmid|schmid|
bless|segnest|
sensitive|sensibel|
shelby|shelby|
Social|sozialdemokrat|
speirs|speirs|
game plan|spielplan|
jump|springe|
brittle|spröd|
State men|staatsmänner|
stabbing|stachen|
city ​​council|stadtrat|
tribal|stamme|
cancellation|storno|
dispute|streitig|
blunt|stumpf|
viewfinder|sucher|
Dances|tanzt|
brave|tapfern|
temperament|temperament|
supporting|tragende|
daughters|töchtern|
unpredictable|unberechenbar|
unbound|ungebunden|
unequal|ungleiche|
unrecognizable|unkenntlich|
immature|unreif|
unclean|unrein|
set|untergegangen|
intact|unversehrt|
spoiled|verdarb|
suspicious|verdächtig|
leaves|verlässt|
verschaff|verschaff|
concealed|verschwieg|
front|vorderste|
occurred|vorgekommen|
international law|völkerrechtliche|
Forest|waldes|
Way|weges|
weibern|weibern|
weekly|wöchentlich|
more random|zufälligere|
summarized|zusammengefasst|
entitled|zustehen|
moreover|überdies|
was overcome|überkam|
decreased|abnahm|
adolf|adolf|
affair|affäre|
alfred|alfred|
American|amerikaner|
Approaches|Ansätze|
trip|ausflug|
ban|bann|
control|beherrschung|
best|bestes|
reference|bezug|
bislama|bislama|
blows|bläst|
boris|boris|
chan|chan|
Date|date|
between|dazwischen|
drinne|drinne|
darkness|dunkelheit|
by measuring|durchmessen|
elisabet|elisabet|
Elites|Eliten|
commitment|engagement|
with Angels|engeln|
family life|familienleben|
fist|faust|
film|film|
footbath|fußbad|
for|fürs|
vow|gelübde|
shouts|geschrei|
golf|golf|
mine|grube|
senior secondary schools|gymnasien|
hint|hauch|
Hegemony|Hegemonie|
horde|horde|
hell|hölle|
ideologist|ideologe|
impulse|impulse|
year-end|jahresende|
job|job|
jurgen|jürgen|
dago|kanake|
career|karriere|
Classical|klassik|
smallest|kleinst|
cabbage|kohl|
congress|kongress|
Opponent|Kontrahent|
cooperation|kooperation|
correction|korrektur|
laste|laste|
living history|lebensgeschichte|
years|lebensjahr|
loyalty|loyalität|
madras|madras|
disagreement|meinungsverschiedenheit|
members|mitgliedern|
model|modell|
Mohacs|mohacs|
shortcomings|mängel|
norme|norme|
Orient|orient|
partners|partnern|
passengers|passagiere|
keeper|pfleger|
physics|physik|
Polish|polnisch|
Prague|prag|
square meter|quadratmeter|
rivalry|rivalität|
crack|riß|
radio|rundfunk|
ship|schiff|
writer|schriftsteller|
shoemaker|schuster|
swan|schwan|
sings|singt|
sir|sir|
provided|sofern|
foundation|stiftung|
tell|tell|
tiger|tiger|
type|type|
turks|türken|
association|verein|
vorkommst|vorkommst|
wait|warte|
pasture|weide|
further develop|weiterentwickle|
williams|williams|
Assignment|Zuordnung|
Teeth|zähne|
footprints|abdrücke|
abkassiere|abkassiere|
abschlachte|abschlachte|
skim off|abschöpfe|
abtrenne|abtrenne|
Feeders|abzweige|
fooling|albere|
antiquities|altertümer|
As to|anbelange|
was continuing|andauere|
anfertige|anfertige|
anführst|anführst|
or offsetting|anrechne|
attica|attica|
aufarbeite|aufarbeite|
aufstrebe|aufstrebe|
enumerate|aufzähle|
detailed|ausführlichem|
aushändige|aushändige|
turn off|ausschalte|
crucial|ausschlaggebend|
hand out|austeile|
Harass|belästigst|
notorious|berüchtigt|
accuse|bezichtige|
blink|blinzele|
chanel|chanel|
discrediting|diskreditiere|
broke|durchbrach|
by doing|durchmache|
einkreise|einkreise|
emotional|emotionalem|
elicit|entlocke|
any|etwaige|
expansive|expansiv|
Faun|Faun|
ready to put|fertigstelle|
momentous|folgenschwer|
advanced|fortschrittliche|
opposites|gegensätzlichem|
cycled|geradelt|
greyish|gräulich|
pondering|grübele|
Taking out|herausbilde|
around comma diere|herumkommandiere|
crouch|hockst|
imponiere|imponiere|
instruct|instruiere|
fervently|inständig|
precious|kostbares|
costly|kostspielig|
lucrative|lukrativ|
relish|lustvoll|
mathematically|mathematisch|
may|may|
lousy|mieser|
militarisiere|militarisiere|
murray|murray|
jealous|neidisch|
Eastern Front|ostfront|
parfümiere|parfümiere|
emotional|pathetisch|
chat|plaudere|
polarize|polarisiere|
Ptolemies|ptolemäer|
reactionary|reaktionär|
abruptly|schlagartig|
stroll|schlendere|
panties|schlüpfer|
pout|schmolle|
sehnlichem|sehnlichem|
playable|spielbar|
clean|säubern|
perfect|tadellos|
totalitarian|totalitär|
unsatisfactory|unbefriedigend|
thoughtless|unbesonnen|
undeniably|unbestreitbar|
vital|unerlässlich|
inexhaustible|unerschöpflich|
uneducated|ungebildet|
impartial|unparteiisch|
inappropriate|unpassend|
unrealistic|unrealistisch|
unsympathetic|unsympathisch|
substantiate|untermauere|
embezzling|unterschlage|
unfaithful|untreu|
inevitable|unumgänglich|
irresponsible|unverantwortlich|
uncorrupted|unverdorben|
unusual|unüblich|
responsibly|verantwortungsvoll|
vouch for|verbürge|
thirsty|verdurste|
admirable|verehrungswürdig|
seduce|verführe|
bury|vergrabe|
complicate|verkompliziere|
varied|verschiedenartig|
verschmerze|verschmerze|
verschnüre|verschnüre|
vertrockne|vertrockne|
surprising|verwunderlich|
preventing their|vorbeuge|
withholding|vorenthalte|
perceptible|wahrnehmbar|
more telling|weitererzähle|
keep going|weitermache|
respectable|wohlanständig|
delicate|zartere|
disruptive|zerrüttend|
zuckerst|zuckerst|
together at the|zusammenstelle|
inevitably|zwangsläufig|
resemble|ähnele|
bedspread|überdecke|
weary|überdrüssig|
überfüttere|überfüttere|
haughty|überheblichem|
excessively|übermäßig|
verfilme|verfilme|
Achilles|achilles|
add|addieren|
alexandra|alexandra|
anschaulichem|anschaulichem|
stare at|anstarre|
breathe|atmest|
aufdränge|aufdränge|
auspeitsche|auspeitsche|
authorize|autorisiere|
meaningless|bedeutungslos|
Take command|befehlige|
numb|betäubst|
cousin|cousin|
urgent|dringlich|
einfallt|einfallt|
insert|einfügen|
freeze to death|erfriere|
sustaining|erhaltende|
serious|ernstere|
errettens|errettens|
exotic|exotischem|
fab|fab|
continued life|fortdauer|
Galicia|galizien|
civilized|gesittet|
hot|heißer|
indiscreet|indiskretem|
kandidiere|kandidiere|
communicating|kommuniziere|
puke|kotzen|
Beginning of the war|Kriegsbeginn|
mitwisse|mitwisse|
nero|nero|
curious|neugierigem|
nötigst|nötigst|
PDF|PDF|
Peter|petrus|
poppen|poppen|
motionless|regungslos|
shy|scheu|
pretty|schmucke|
stamp|stempeln|
embroidering|stickend|
sadness|traurigkeit|
imperfect|unvollkommen|
irresponsible|verantwortungslos|
darn|verflixt|
verjagst|verjagst|
wrong|verkehrt|
very much|vielmals|
full draw|vollziehe|
prevails|vorherrsche|
above|vorstehe|
vulgar|vulgäre|
waver|wanken|
washable|waschbar|
wiehere|wiehere|
zerknitter|zerknitter|
brickworks|ziegelei|
lived|zusammengelebt|
on going|überfahre|
Castalia|Kastalien|
superstitious|abergläubisch|
abfinde|abfinde|
resigned|abgefunden|
deported|abgeschoben|
matched|abgestimmt|
blocked|abgewehrt|
distract|abzulenken|
refrain|abzusehen|
adria|adria|
ape|affen|
Alpine|alpin|
suggestive|andeute|
incoming|ankomme|
mess|anlegst|
Annexe|Annexe|
adapts|anpasst|
to create|anzulegen|
to make|anzustellen|
aristocrat|aristokrat|
doctor|arzt|
breath|atemzug|
breaking open|aufbreche|
cleaned up|aufgeräumt|
written|aufgeschrieben|
risen|aufgestiegen|
grew up|aufgewachsen|
came up|aufkam|
aufständischem|aufständischem|
orders|aufträge|
raise|aufzubringen|
develop|ausbauen|
held|ausgetragen|
foreigner|ausländerin|
aussehendem|aussehendem|
Australian|australian|
develop|auszuarbeiten|
deliver|auszuliefern|
off|auszuschalten|
exclude|auszuschließen|
exchange|auszutauschen|
bathroom|bad|
Bavarian|bayerin|
civil servant|beamter|
bedenkst|bedenkst|
needs|bedürfnisse|
commit|begehst|
begin|begin|
laden|belade|
envy|beneide|
shoed|beschlug|
property|besitztum|
Fine|bildende|
cheaper|billiger|
approves|billigt|
blew|blies|
Bombay|bombay|
brow|braue|
castles|burgen|
butt|butt|
Alliances|Bündnisse|
childs|childs|
chrissy|chrissy|
memorable|denkwürdig|
dominant|dominierend|
crouch|duckst|
dark|dunkeln|
darkest|dunkelst|
perform|durchzuführen|
einbug|einbug|
lost|eingebüßt|
penetrated|eingedrungen|
submitted|eingereicht|
given|eingeräumt|
divided|eingeteilt|
inlet|einlass|
observed|einzuhalten|
involved|einzulassen|
take|einzunehmen|
set|einzustellen|
elbow|ellenbogen|
escaped|entging|
escaped|entkam|
taken from|entnommen|
ereignest|ereignest|
get tired|ermüde|
conquer|erobere|
external|externe|
fencing|fechte|
fed|fed|
flexible|flexibel|
formed|formte|
gone|fortgegangen|
asked|fragten|
pleasures|freuden|
foundation|fundament|
princess|fürstin|
feared|gebangt|
favor|gefälligkeit|
joint|gelenks|
curly|gelockt|
justice|gerechtigkeit|
looked|geschaut|
damaged|geschädigt|
washed|gewaschen|
gun|gewehr|
the same name|gleichnamig|
equivalent|gleichwertig|
global|globalem|
greeting|gruß|
grudge|gönn|
günter|günter|
hallelu|hallelu|
headquarters|hauptsitz|
general|heerführer|
healer|heiler|
heals|heilt|
heroism|heldenmut|
came on|herankam|
conventional|herkömmlich|
produce|herzustellen|
sat down|hingesetzt|
limp|hinkst|
tribunals|höfe|
horns|hörner|
inn|inn|
institutional|institutionell|
erring|irrend|
johns|johns|
Jordan|jordan|
peacefully|kampflos|
dress|kleid|
trifle|kleinigkeit|
composites|komposita|
head|kopfes|
curve|kurve|
short-term|kurzfristig|
short-term|kurzzeitig|
leh|leh|
leiber|leiber|
lily|lily|
logistics|logistik|
casual|lässig|
maid|magd|
majestic|majest|
matron|matrone|
maximum|maximale|
medium-sized|mittelgroß|
Central Powers|Mittelmächte|
marble|murmel|
survey|mustern|
grumpy|mürrisch|
forbearance|nachsicht|
look up|nachzusehen|
prove|nachzuweisen|
Napoleon|napoleon|
nationality|nationalität|
National Assembly|Nationalversammlung|
latest|neuste|
void|nichtig|
openness|offenheit|
oliver|oliver|
panic-stricken|panisch|
patroa|patroa|
perl|perl|
petersburg|petersburg|
