quizGroup type="WordMapping" promptType="German word" responseType="English word" mainSeparator="|" currentPromptNumber="0" isActive="true"
defensive|defensive|
dell|model|
dreht|turns|
drohe|threatened|
eingesehen|viewed|
einzuführen|introduce|
eitle|vain|
elfte|eleventh|
empfehlt|recommends|
entgegengesetzt|opposite|
entwarf|designed|
erden|ground|
erfordern|require|
erging|fared|
erschrocken|scared|
erstaunlichem|amazing|
erzwungen|forced|
federn|spring|
festzuhalten|hold|
fleiß|diligence|
fünfzehnte|fifteenth|
geehrt|honored|
gefährt|gefährt|
gegolten|counted|
geh|go|
gehäuft|heaped|
gelächter|laughter|
gemerkt|noted|
gemieden|avoided|
genugtuung|satisfaction|
geopfert|sacrificed|
gerollt|rolled|
gesungen|sung|
gierig|greedy|
glich|possible|
glut|embers|
grunen|grunen|
gräben|trenches|
grüßt|greets|
handvoll|handful of|
hassen|hate|
hexen|hexen|
hinwerfe|hinwerfe|
ideologin|ideologist|
innenminister|Home Secretary|
irische|Irish|
jagt|chases|
jubeln|cheer|
kanadisch|Canadian|
klosters|monastery|
knacks|crack|
komplikation|complication|
kreuzt|crosses|
laufbahn|career|
leiblich|bodily|
lich|Lich|
lichte|possible|
maa|maa|
majestäten|Majesties|
methodik|methodology|
nachfahre|descendant|
nachfrage|demand|
Nationalstaat|Nation-state|
ordne|arrange|
parallele|parallel|
pfund|pound|
pilot|pilot|
problemlos|problems|
provozierst|provoke|
radikal|radically|
rechtmäßig|lawfully|
reize|incentives|
rüstest|buy upgraded|
schnellst|soon|
schwerlich|hardly|
schwül|sultry|
sehnt|longs|
seufze|sigh|
sicherlich|certainly|
siebent|seventh|
sinnbild|symbol|
sofortig|immediate|
spaziere|stroll|
statisch|static|
strahle|shine|
stritt|denied|
stückchen|scrap|
teufel|devil|
trüb|cloudy|
umweg|detour|
unberührt|unaffected|
unterste|lowest|
unweigerlich|inevitably|
veraltest|veraltest|
verbleib|whereabouts|
vergiß|forget|
verhalf|helped|
verona|verona|
vollbracht|accomplished|
Vorjahr|Previous year|
vorsah|providing for|
vorspreche|vorspreche|
wandelt|converts|
ward|was|
warst|were|
wertlos|worthless|
wickels|roll|
wolltest|wanted|
wälzer|tome|
zauberin|sorceress|
zimmern|rooms|
zurückgelassen|left behind|
zurückzugewinnen|recover|
zustieg|got on|
zuzuschreiben|attributable|
zynisch|cynical|
ärgern|annoy|
ärgers|anger|
örtlich|local|
Österreich-Ungarn|Austria-Hungary|
übergriff|encroachment|
abschrecke|discouraging|
adoptiere|Adopt|
anschaffe|household with|
attackieren|attack|
aufwalle|aufwalle|
ausfrage|ausfrage|
ausgelassen|omitted|
ausgereift|mature|
ausprobiere|try out|
begabter|gifted|
beglückwünsche|congratulate|
beinhalte|leg hold|
cicero|cicero|
dirigiere|was conducting|
einlud|invited|
empfindsam|sensitive|
entflamme|inflame|
ergiebig|productive|
erlösen|redeem|
expandiere|expanding|
furchtbarem|terrible|
furchtsam|fearful|
förderlich|conducive|
gestochen|razor|
grabmal|tomb|
häuslich|domestic|
intensivieren|intensify|
irritiere|irritate|
kastriere|castrate|
kommandiere|comma diere|
liquidiere|liquidate|
lokalisiere|localize|
misshandele|collected IN QUESTION|
redselig|talkative|
reizvoll|attractive|
schläfrig|sleepy|
schussfeld|Committee field|
schwuler|gay|
selbstsicher|self-assured|
sphinx|sphinx|
stimuliere|stimulate|
strenges|strict|
unbestechlich|incorruptible|
unerklärlich|inexplicable|
unersetzlich|irreplaceable|
ungeeignet|unsuitable|
ungelehrt|unscholarly|
unterleib|abdomen|
verblute|bleeding to death|
vergönne|Grant that|
verlassend|Leaving|
verlegene|embarrassed|
verschmelze|merge|
verspeise|verspeise|
viereck|square|
vorgibst|pretend|
vortäusche|cheating with|
widerlich|disgusting|
wünschenswert|desirable|
wütende|angry|
zurückführe|lead back|
überdauere|outlast|
überkomme|come on|
draco|draco|
juno|juno|
abrechne|abrechne|
alarmiere|alarmiere|
anfechte|anfechte|
arbeitsstab|operating rod|
assistiere|assistive animals|
aufdringlich|intrusive|
auffrische|freshening|
aufgerichtet|erected|
aufopfere|aufopfere|
ausfülle|fill out|
ausrotte|root out|
ausspioniere|spying|
bangen|fear|
beachtlich|considerable|
beschmutze|defile|
bespritze|sprinkled|
betriebsam|busy|
black|black|
blutrünstig|bloodthirsty|
brummen|hum|
bäder|Baths|
dekoriere|decorate|
desertiere|desert animals|
durcharbeite|by working|
durchkämme|by combing|
durchtränke|steeping|
durchwühle|rummage|
eifer|zeal|
eindringlichem|haunting|
einfaches|simple|
eingeklebt|glued|
eingliedere|eingliedere|
einreihe|classifies|
emotionell|emotional|
entbehre|devoid of|
entbehrst|entbehrst|
erbend|inheriting|
erbleiche|erbleiche|
erlöst|redeemed|
erweiche|soften|
erzittere|shiver|
feinfühlig|sensitive|
formiere|Transforming|
freundschaftliche|friendly|
fächele|fanning|
gesünder|healthier|
gewissenhaft|conscientious|
heimsuche|home search|
hinführe|hinführe|
hingegeben|devoted to|
hässlich|ugly|
höhnisch|scornfully|
interveniere|intervene|
konsultiere|consult|
kreuzige|Crucify|
kunstvoll|artistically|
lautlos|silently|
leichtgläubig|gullible|
Magistern|Magistern|
minderwertig|inferior|
montiere|mount|
nachwirke|nachwirke|
neutralisiere|neutralizing|
oberflächlich|superficial|
pessimistisch|pessimistic|
rammen|ram|
reformiere|reformiere|
respektabel|respectable|
sattem|rich|
schleunig|speedy|
schlüssen|conclusions|
schotter|gravel|
stichele|Stichele|
talentierte|Talented|
trächtig|pregnant|
tückisch|treacherous|
umschreibe|circumscribe|
unartige|naughty|
unbesiegbar|invincible|
unentschieden|undecided|
unentschlossen|undecided|
unerheblich|irrelevant|
ungebührlich|undue|
unglaubwürdig|implausible|
unnachgiebig|unyielding|
unnatürlich|unnatural|
unterbreite|under broad|
untrennbar|inseparable|
unverzeihlich|unforgivable|
unwirklich|unreal|
verdächtigst|verdächtigst|
verfinstere|verfinstere|
verführerisch|seductive|
vergesslich|forgetful|
verhängnisvoll|fatal|
verlässlich|reliable|
vorteilhaft|advantageous|
wechselvollem|changeful|
wissentlich|knowingly|
ziseliere|ziseliere|
zurichte|zurichte|
zurückdränge|zurückdränge|
zuspitze|Zugspitze|
überdurchschnittlich|above average|
überempfindlich|hypersensitive|
übermütig|cocky|
überstehe|on stand|
absätze|heels|
afrikanisch|African|
alphabet|alphabet|
angefertigt|made|
angelangt|reached|
anhieb|first go|
anziehe|don|
anzupassen|adapt|
anzuschauen|watch|
ariana|ariana|
artillerie|artillery|
atlant|atlant|
auffiel|noticed|
aufgestanden|stood up|
auftakt|prelude|
aufzuzeigen|show|
ausgestoßen|discharged|
ausschließlichem|exclusive|
australisch|Australian|
außenseite|outside|
balkan|Balkans|
bayerischem|Bavarian|
bedürfe|needed|
bequemer|more convenient|
bestie|beast|
beten|pray|
Bildungsweg|Education|
blende|aperture|
bright|bright|
bursac|Bursac|
Deutung|Interpretation|
distanz|distance|
durchlauf|continuous|
dächer|roofs|
ebensolche|just such|
eigenste|very own|
eingriff|intervention|
einvernehmen|agreement|
einzurichten|set up|
entfiel|accounted for|
erwäge|considering|
ethisch|ethically|
etrurien|Etruria|
fernzuhalten|keep|
festgesetzt|set|
finale|final|
floß|raft|
fälschlich|erroneously|
förmig|form|
garantien|guarantees|
gebetene|Requested|
gebräu|brew|
gedreht|twisted|
gehörig|belonging|
gehüllt|wrapped|
gekocht|cooked|
gekreuzt|crossed|
gelähmt|paralyzed|
genauestem|genauestem|
geometer|surveyor|
gepflanzt|planted|
geschwollen|swollen|
gespeist|fed|
gewickelt|wound|
gewiesen|rejected|
gewillt|willing|
gewürdigt|honored|
glückselig|blissful|
grell|glaring|
grenzt|borders|
grundstein|cornerstone|
hege|cherish|
helga|helga|
hervortat|excelled|
hierüber|here over|
Hochgebirg|High mountains|
hochschule|university|
häufigst|most frequently|
häufst|storing up|
intakt|intact|
klagst|complain|
klavier|piano|
kleidungsstück|garment|
kluges|wise|
krankenhäuser|hospitals|
lebensstil|lifestyle|
lektion|lesson|
leugne|deny|
lied|song|
loslasse|let go|
lothringen|lorraine|
lüfte|ventilating|
marschierst|march|
mathematiker|mathematician|
meile|mile|
mische|mix|
music|music|
müdigkeit|fatigue|
nachhall|reverberation|
narbe|scar|
nationalsozialist|national socialist|
obgleich|although|
olymp|Olympus|
orientalen|Oriental|
pflanzt|planted|
plus|plus|
probie|probie|
protestant|Protestant|
rassistisch|racist|
relevant|relevant|
Saarland|Saarland|
saft|juice|
samuei|samuei|
scherst|scherst|
schläfe|temple|
schmerzhaft|painful|
schmid|schmid|
segnest|bless|
sensibel|sensitive|
shelby|shelby|
sozialdemokrat|Social|
speirs|speirs|
spielplan|game plan|
springe|jump|
spröd|brittle|
staatsmänner|State men|
stachen|stabbing|
stadtrat|city ​​council|
stamme|tribal|
storno|cancellation|
streitig|dispute|
stumpf|blunt|
sucher|viewfinder|
tanzt|Dances|
tapfern|brave|
temperament|temperament|
tragende|supporting|
töchtern|daughters|
unberechenbar|unpredictable|
ungebunden|unbound|
ungleiche|unequal|
unkenntlich|unrecognizable|
unreif|immature|
unrein|unclean|
untergegangen|set|
unversehrt|intact|
verdarb|spoiled|
verdächtig|suspicious|
verlässt|leaves|
verschaff|verschaff|
verschwieg|concealed|
vorderste|front|
vorgekommen|occurred|
völkerrechtliche|international law|
waldes|Forest|
weges|Way|
weibern|weibern|
wöchentlich|weekly|
zufälligere|more random|
zusammengefasst|summarized|
zustehen|entitled|
überdies|moreover|
überkam|was overcome|
abnahm|decreased|
adolf|adolf|
affäre|affair|
alfred|alfred|
amerikaner|American|
Ansätze|Approaches|
ausflug|trip|
bann|ban|
beherrschung|control|
bestes|best|
bezug|reference|
bislama|bislama|
bläst|blows|
boris|boris|
chan|chan|
date|Date|
dazwischen|between|
drinne|drinne|
dunkelheit|darkness|
durchmessen|by measuring|
elisabet|elisabet|
Eliten|Elites|
engagement|commitment|
engeln|with Angels|
familienleben|family life|
faust|fist|
film|film|
fußbad|footbath|
fürs|for|
gelübde|vow|
geschrei|shouts|
golf|golf|
grube|mine|
gymnasien|senior secondary schools|
hauch|hint|
Hegemonie|Hegemony|
horde|horde|
hölle|hell|
ideologe|ideologist|
impulse|impulse|
jahresende|year-end|
job|job|
jürgen|jurgen|
kanake|dago|
karriere|career|
klassik|Classical|
kleinst|smallest|
kohl|cabbage|
kongress|congress|
Kontrahent|Opponent|
kooperation|cooperation|
korrektur|correction|
laste|laste|
lebensgeschichte|living history|
lebensjahr|years|
loyalität|loyalty|
madras|madras|
meinungsverschiedenheit|disagreement|
mitgliedern|members|
modell|model|
mohacs|Mohacs|
mängel|shortcomings|
norme|norme|
orient|Orient|
partnern|partners|
passagiere|passengers|
pfleger|keeper|
physik|physics|
polnisch|Polish|
prag|Prague|
quadratmeter|square meter|
rivalität|rivalry|
riß|crack|
rundfunk|radio|
schiff|ship|
schriftsteller|writer|
schuster|shoemaker|
schwan|swan|
singt|sings|
sir|sir|
sofern|provided|
stiftung|foundation|
tell|tell|
tiger|tiger|
type|type|
türken|turks|
verein|association|
vorkommst|vorkommst|
warte|wait|
weide|pasture|
weiterentwickle|further develop|
williams|williams|
Zuordnung|Assignment|
zähne|Teeth|
abdrücke|footprints|
abkassiere|abkassiere|
abschlachte|abschlachte|
abschöpfe|skim off|
abtrenne|abtrenne|
abzweige|Feeders|
albere|fooling|
altertümer|antiquities|
anbelange|As to|
andauere|was continuing|
anfertige|anfertige|
anführst|anführst|
anrechne|or offsetting|
attica|attica|
aufarbeite|aufarbeite|
aufstrebe|aufstrebe|
aufzähle|enumerate|
ausführlichem|detailed|
aushändige|aushändige|
ausschalte|turn off|
ausschlaggebend|crucial|
austeile|hand out|
belästigst|Harass|
berüchtigt|notorious|
bezichtige|accuse|
blinzele|blink|
chanel|chanel|
diskreditiere|discrediting|
durchbrach|broke|
durchmache|by doing|
einkreise|einkreise|
emotionalem|emotional|
entlocke|elicit|
etwaige|any|
expansiv|expansive|
Faun|Faun|
fertigstelle|ready to put|
folgenschwer|momentous|
fortschrittliche|advanced|
gegensätzlichem|opposites|
geradelt|cycled|
gräulich|greyish|
grübele|pondering|
herausbilde|Taking out|
herumkommandiere|around comma diere|
hockst|crouch|
imponiere|imponiere|
instruiere|instruct|
inständig|fervently|
kostbares|precious|
kostspielig|costly|
lukrativ|lucrative|
lustvoll|relish|
mathematisch|mathematically|
may|may|
mieser|lousy|
militarisiere|militarisiere|
murray|murray|
neidisch|jealous|
ostfront|Eastern Front|
parfümiere|parfümiere|
pathetisch|emotional|
plaudere|chat|
polarisiere|polarize|
ptolemäer|Ptolemies|
reaktionär|reactionary|
schlagartig|abruptly|
schlendere|stroll|
schlüpfer|panties|
schmolle|pout|
sehnlichem|sehnlichem|
spielbar|playable|
säubern|clean|
tadellos|perfect|
totalitär|totalitarian|
unbefriedigend|unsatisfactory|
unbesonnen|thoughtless|
unbestreitbar|undeniably|
unerlässlich|vital|
unerschöpflich|inexhaustible|
ungebildet|uneducated|
unparteiisch|impartial|
unpassend|inappropriate|
unrealistisch|unrealistic|
unsympathisch|unsympathetic|
untermauere|substantiate|
unterschlage|embezzling|
untreu|unfaithful|
unumgänglich|inevitable|
unverantwortlich|irresponsible|
unverdorben|uncorrupted|
unüblich|unusual|
verantwortungsvoll|responsibly|
verbürge|vouch for|
verdurste|thirsty|
verehrungswürdig|admirable|
verführe|seduce|
vergrabe|bury|
verkompliziere|complicate|
verschiedenartig|varied|
verschmerze|verschmerze|
verschnüre|verschnüre|
vertrockne|vertrockne|
verwunderlich|surprising|
vorbeuge|preventing their|
vorenthalte|withholding|
wahrnehmbar|perceptible|
weitererzähle|more telling|
weitermache|keep going|
wohlanständig|respectable|
zartere|delicate|
zerrüttend|disruptive|
zuckerst|zuckerst|
zusammenstelle|together at the|
zwangsläufig|inevitably|
ähnele|resemble|
überdecke|bedspread|
überdrüssig|weary|
überfüttere|überfüttere|
überheblichem|haughty|
übermäßig|excessively|
verfilme|verfilme|
achilles|Achilles|
addieren|add|
alexandra|alexandra|
anschaulichem|anschaulichem|
anstarre|stare at|
atmest|breathe|
aufdränge|aufdränge|
auspeitsche|auspeitsche|
autorisiere|authorize|
bedeutungslos|meaningless|
befehlige|Take command|
betäubst|numb|
cousin|cousin|
dringlich|urgent|
einfallt|einfallt|
einfügen|insert|
erfriere|freeze to death|
erhaltende|sustaining|
ernstere|serious|
errettens|errettens|
exotischem|exotic|
fab|fab|
fortdauer|continued life|
galizien|Galicia|
gesittet|civilized|
heißer|hot|
indiskretem|indiscreet|
kandidiere|kandidiere|
kommuniziere|communicating|
kotzen|puke|
Kriegsbeginn|Beginning of the war|
mitwisse|mitwisse|
nero|nero|
neugierigem|curious|
nötigst|nötigst|
PDF|PDF|
petrus|Peter|
poppen|poppen|
regungslos|motionless|
scheu|shy|
schmucke|pretty|
stempeln|stamp|
stickend|embroidering|
traurigkeit|sadness|
unvollkommen|imperfect|
verantwortungslos|irresponsible|
verflixt|darn|
verjagst|verjagst|
verkehrt|wrong|
vielmals|very much|
vollziehe|full draw|
vorherrsche|prevails|
vorstehe|above|
vulgäre|vulgar|
wanken|waver|
waschbar|washable|
wiehere|wiehere|
zerknitter|zerknitter|
ziegelei|brickworks|
zusammengelebt|lived|
überfahre|on going|
Kastalien|Castalia|
abergläubisch|superstitious|
abfinde|abfinde|
abgefunden|resigned|
abgeschoben|deported|
abgestimmt|matched|
abgewehrt|blocked|
abzulenken|distract|
abzusehen|refrain|
adria|adria|
affen|ape|
alpin|Alpine|
andeute|suggestive|
ankomme|incoming|
anlegst|mess|
Annexe|Annexe|
anpasst|adapts|
anzulegen|to create|
anzustellen|to make|
aristokrat|aristocrat|
arzt|doctor|
atemzug|breath|
aufbreche|breaking open|
aufgeräumt|cleaned up|
aufgeschrieben|written|
aufgestiegen|risen|
aufgewachsen|grew up|
aufkam|came up|
aufständischem|aufständischem|
aufträge|orders|
aufzubringen|raise|
ausbauen|develop|
ausgetragen|held|
ausländerin|foreigner|
aussehendem|aussehendem|
australian|Australian|
auszuarbeiten|develop|
auszuliefern|deliver|
auszuschalten|off|
auszuschließen|exclude|
auszutauschen|exchange|
bad|bathroom|
bayerin|Bavarian|
beamter|civil servant|
bedenkst|bedenkst|
bedürfnisse|needs|
begehst|commit|
begin|begin|
belade|laden|
beneide|envy|
beschlug|shoed|
besitztum|property|
bildende|Fine|
billiger|cheaper|
billigt|approves|
blies|blew|
bombay|Bombay|
braue|brow|
burgen|castles|
butt|butt|
Bündnisse|Alliances|
childs|childs|
chrissy|chrissy|
denkwürdig|memorable|
dominierend|dominant|
duckst|crouch|
dunkeln|dark|
dunkelst|darkest|
durchzuführen|perform|
einbug|einbug|
eingebüßt|lost|
eingedrungen|penetrated|
eingereicht|submitted|
eingeräumt|given|
eingeteilt|divided|
einlass|inlet|
einzuhalten|observed|
einzulassen|involved|
einzunehmen|take|
einzustellen|set|
ellenbogen|elbow|
entging|escaped|
entkam|escaped|
entnommen|taken from|
ereignest|ereignest|
ermüde|get tired|
erobere|conquer|
externe|external|
fechte|fencing|
fed|fed|
flexibel|flexible|
formte|formed|
fortgegangen|gone|
fragten|asked|
freuden|pleasures|
fundament|foundation|
fürstin|princess|
gebangt|feared|
gefälligkeit|favor|
gelenks|joint|
gelockt|curly|
gerechtigkeit|justice|
geschaut|looked|
geschädigt|damaged|
gewaschen|washed|
gewehr|gun|
gleichnamig|the same name|
gleichwertig|equivalent|
globalem|global|
gruß|greeting|
gönn|grudge|
günter|günter|
hallelu|hallelu|
hauptsitz|headquarters|
heerführer|general|
heiler|healer|
heilt|heals|
heldenmut|heroism|
herankam|came on|
herkömmlich|conventional|
herzustellen|produce|
hingesetzt|sat down|
hinkst|limp|
höfe|tribunals|
hörner|horns|
inn|inn|
institutionell|institutional|
irrend|erring|
johns|johns|
jordan|Jordan|
kampflos|peacefully|
kleid|dress|
kleinigkeit|trifle|
komposita|composites|
kopfes|head|
kurve|curve|
kurzfristig|short-term|
kurzzeitig|short-term|
leh|leh|
leiber|leiber|
lily|lily|
logistik|logistics|
lässig|casual|
magd|maid|
majest|majestic|
matrone|matron|
maximale|maximum|
mittelgroß|medium-sized|
Mittelmächte|Central Powers|
murmel|marble|
mustern|survey|
mürrisch|grumpy|
nachsicht|forbearance|
nachzusehen|look up|
nachzuweisen|prove|
napoleon|Napoleon|
nationalität|nationality|
Nationalversammlung|National Assembly|
neuste|latest|
nichtig|void|
offenheit|openness|
oliver|oliver|
panisch|panic-stricken|
patroa|patroa|
perl|perl|
petersburg|petersburg|
phantastik|Fantastic|
physis|physis|
plakat|poster|
plante|planned|
Plinius|Pliny|
Potsdam|Potsdam|
prozession|procession|
prähistorisch|prehistoric|
raine|raine|
rasende|furious|
rebeca|rebeca|
regisseur|director|
riss|crack|
robust|robust|
röhre|tube|
schauspielerin|actress|
scherze|joke|
schief|awry|
schielst|squint|
schilt|scolds|
schleicher|schleicher|
schnüre|cords|
sensation|sensation|
sicheres|safe|
speist|feeds|
sphäre|sphere|
spukst|spukst|
standpunkt|point of view|
strauss|strauss|
streber|swot|
streiche|underline|
streichs|prank|
subject|subject|
sultan|sultan|
torheit|folly|
umgebracht|killed|
umzubringen|to kill|
umzusetzen|implement|
unaufhaltsam|inexorably|
ungefähre|approximate|
ungestüm|impetuous|
unglückliches|unhappy|
unterlegene|inferior|
unvorstellbar|unimaginable|
versehentlich|inadvertently|
versprecht|promise|
